doi;coo_authors;year
;Shaan Desai, Marios Mattheakis, David Sondak, Pavlos Protopapas, Stephen J. Roberts;2021
;Marios Mattheakis, Hayden Joy, Pavlos Protopapas;2021
;Shaan Desai, Marios Mattheakis, Hayden Joy, Pavlos Protopapas, Stephen J. Roberts;2021
;Haitz Sáez de Ocáriz Borde, David Sondak, Pavlos Protopapas;2021
;Olga Graf, Pablo Flores, Pavlos Protopapas, Karim Pichara;2021
;Kshitij Parwani, Pavlos Protopapas;2021
;Félix Grèzes, Sergi Blanco-Cuaresma, Alberto Accomazzi, Michael J. Kurtz, Golnaz Shapurian, Edwin A. Henneken, Carolyn S. Grant, Donna M. Thompson, Roman Chyla, Stephen McDonald, Timothy W. Hostetler, Matthew R. Templeton, Kelly E. Lockhart, Nemanja Martinovic, Shinyi Chen, Chris Tanner, Pavlos Protopapas;2021
;Marco Di Giovanni 0001, David Sondak, Pavlos Protopapas, Marco Brambilla 0001;2020
10.1007/978-3-030-58592-1_39;Nicolás Astorga, Pablo Huijse, Pavlos Protopapas, Pablo A. Estévez;2020
10.1145/3394231.3397900;Wenying Wu, Panagiotis Michalatos, Pavlos Protopapas, Zheng Yang;2020
10.21105/JOSS.01931;Feiyu Chen, David Sondak, Pavlos Protopapas, Marios Mattheakis, Shuheng Liu, Devansh Agarwal, Marco Di Giovanni 0001;2020
;Marios Mattheakis, David Sondak, Akshunna S. Dogra, Pavlos Protopapas;2020
;Ignacio Becker, Karim Pichara, Márcio Catelán, Pavlos Protopapas, Carlos Aguirre, Fatemeh Nikzat;2020
;Gerson R. Santos, Marcela P. Figueiredo, Antonio de Pádua Santos, Pavlos Protopapas, Tiago A. E. Ferreira;2020
;Courtney Cochrane, David Castineira, Nisreen Shiban, Pavlos Protopapas;2020
;Cedric Flamant, Pavlos Protopapas, David Sondak;2020
;Wenying Wu, Pavlos Protopapas, Zheng Yang, Panagiotis Michalatos;2020
;Dylan Randle, Pavlos Protopapas, David Sondak;2020
;Nicolás Astorga, Pablo Huijse, Pavlos Protopapas, Pablo A. Estévez;2020
;Alessandro Paticchio, Tommaso Scarlatti, Marios Mattheakis, Pavlos Protopapas, Marco Brambilla 0001;2020
;Henry Jin, Marios Mattheakis, Pavlos Protopapas;2020
10.1137/1.9781611975673.85;Belén Saldías-Fuentes, Pavlos Protopapas, Karim Pichara B.;2019
;Belén Saldías-Fuentes, Pavlos Protopapas, Karim Pichara B.;2019
;Christian Pieringer, Karim Pichara, Márcio Catelán, Pavlos Protopapas;2019
;Jacob Reinier Maat, Nikos Gianniotis, Pavlos Protopapas;2019
;Alessandro Bianchi, Moreno Raimondo Vendra, Pavlos Protopapas, Marco Brambilla 0001;2019
;Marios Mattheakis, Pavlos Protopapas, David Sondak, Marco Di Giovanni 0001, Efthimios Kaxiras;2019
;Manuel Pérez-Carrasco, Guillermo Cabrera-Vives, Pavlos Protopapas, Nicolas Astorga, Marouan Belhaj;2019
;Javiera Astudillo, Pavlos Protopapas, Karim Pichara, Pablo Huijse;2019
;Lukas Zorich, Karim Pichara, Pavlos Protopapas;2019
10.1109/IJCNN.2018.8489094;Jacob Reinier Maat, Nikos Gianniotis, Pavlos Protopapas;2018
;Giorgia Ramponi, Pavlos Protopapas, Marco Brambilla 0001, Ryan Janssen;2018
;Marouan Belhaj, Pavlos Protopapas, Weiwei Pan;2018
;Pablo Huijse, Pablo A. Estévez, Francisco Förster, Scott F. Daniel, Andrew J. Connolly, Pavlos Protopapas, Rodrigo Carrasco, José C. Príncipe;2017
10.1109/ICDM.2016.0143;Harikrishna Narasimhan, Weiwei Pan, Purushottam Kar, Pavlos Protopapas, Harish G. Ramaswamy;2016
10.1137/1.9781611974348.54;Xide Xia, Pavlos Protopapas, Finale Doshi-Velez;2016
;Cristóbal Mackenzie, Karim Pichara, Pavlos Protopapas;2016
;Pablo Huijse, Pablo A. Estévez, Pavlos Protopapas, José C. Príncipe, Pablo Zegers;2015
10.1109/MCI.2014.2326100;Pablo Huijse, Pablo A. Estévez, Pavlos Protopapas, José C. Príncipe, Pablo Zegers;2014
;Pavlos Protopapas, Pablo Huijse, Pablo A. Estévez, Pablo Zegers, José C. Príncipe;2014
;Isadora nun, Karim Pichara, Pavlos Protopapas, Dae-Won Kim;2014
;Karim Pichara, Pavlos Protopapas;2013
10.1109/TSP.2012.2204260;Pablo Huijse, Pablo A. Estévez, Pavlos Protopapas, Pablo Zegers, José Carlos Príncipe;2012
;Yuyang Wang, Roni Khardon, Pavlos Protopapas;2012
;Pablo Huijse, Pablo A. Estévez, Pavlos Protopapas, Pablo Zegers, José C. Príncipe;2012
10.1109/LSP.2011.2141987;Pablo Huijse, Pablo A. Estévez, Pablo Zegers, José Carlos Príncipe, Pavlos Protopapas;2011
10.1109/MLSP.2011.6064635;Bibhu Prasad Mishra, José C. Príncipe, Pablo A. Estévez, Pavlos Protopapas;2011
;Yuyang Wang, Roni Khardon, Pavlos Protopapas;2011
;Pablo Huijse, Pablo A. Estévez, Pablo Zegers, José Carlos Príncipe, Pavlos Protopapas;2011
10.1109/IJCNN.2010.5596557;Pablo A. Estévez, Pablo Huijse, Pablo Zegers, José C. Príncipe, Pavlos Protopapas;2010
10.1007/978-3-642-15939-8_27;Yuyang Wang, Roni Khardon, Pavlos Protopapas;2010
10.1007/S10994-008-5093-3;Umaa Rebbapragada, Pavlos Protopapas, Carla E. Brodley, Charles R. Alcock;2009
10.1002/SAM.10060;Dan Preston, Pavlos Protopapas, Carla E. Brodley;2009
10.1007/S00778-008-0111-4;Eamonn J. Keogh, Li Wei 0001, Xiaopeng Xi, Michail Vlachos, Sang-Hee Lee, Pavlos Protopapas;2009
10.1007/978-3-642-04174-7_32;Gabriel Wachman, Roni Khardon, Pavlos Protopapas, Charles R. Alcock;2009
10.1137/1.9781611972795.6;Dan Preston, Pavlos Protopapas, Carla E. Brodley;2009
;Umaa Rebbapragada, Pavlos Protopapas, Carla E. Brodley, Charles R. Alcock;2009
10.48550/ARXIV.2207.04043;Mirac Suzgun, Luke Melas-Kyriazi, Suproteem K. Sarkar, Scott Duke Kominers, Stuart M. Shieber;2022
10.18653/V1/2021.ACL-LONG.144;Matthew Finlayson, Aaron Mueller, Sebastian Gehrmann, Stuart M. Shieber, Tal Linzen, Yonatan Belinkov;2021
;Matthew Finlayson, Aaron Mueller, Sebastian Gehrmann, Stuart M. Shieber, Tal Linzen, Yonatan Belinkov;2021
10.18653/V1/2020.BEA-1.1;Tovly Deutsch, Masoud Jasbi, Stuart M. Shieber;2020
;Jesse Vig, Sebastian Gehrmann, Yonatan Belinkov, Sharon Qian, Daniel Nevo, Yaron Singer, Stuart M. Shieber;2020
;Jesse Vig, Sebastian Gehrmann, Yonatan Belinkov, Sharon Qian, Daniel Nevo, Yaron Singer, Stuart M. Shieber;2020
;Tovly Deutsch, Masoud Jasbi, Stuart M. Shieber;2020
;Abdelrhman Saleh, Tovly Deutsch, Stephen Casper, Yonatan Belinkov, Stuart M. Shieber;2020
10.18653/V1/P19-1084;Yonatan Belinkov, Adam Poliak, Stuart M. Shieber, Benjamin Van Durme, Alexander M. Rush;2019
10.18653/V1/S19-1028;Yonatan Belinkov, Adam Poliak, Stuart M. Shieber, Benjamin Van Durme, Alexander M. Rush;2019
;Mirac Suzgun, Sebastian Gehrmann, Yonatan Belinkov, Stuart M. Shieber;2019
;Yonatan Belinkov, Adam Poliak, Stuart M. Shieber, Benjamin Van Durme, Alexander M. Rush;2019
;Yonatan Belinkov, Adam Poliak, Stuart M. Shieber, Benjamin Van Durme, Alexander M. Rush;2019
;Mirac Suzgun, Sebastian Gehrmann, Yonatan Belinkov, Stuart M. Shieber;2019
10.18653/V1/D18-1356;Sam Wiseman, Stuart M. Shieber, Alexander M. Rush;2018
;Sam Wiseman, Stuart M. Shieber, Alexander M. Rush;2018
;Mirac Suzgun, Yonatan Belinkov, Stuart M. Shieber;2018
10.1145/2996200;Reuth Mirsky, Ya akov (Kobi) Gal, Stuart M. Shieber;2017
10.18653/V1/D17-1298;Allen Schmaltz, Yoon Kim, Alexander M. Rush, Stuart M. Shieber;2017
10.18653/V1/D17-1239;Sam Wiseman, Stuart M. Shieber, Alexander M. Rush;2017
;Cristina Aggazzotti, Stuart M. Shieber;2017
;Allen Schmaltz, Yoon Kim, Alexander M. Rush, Stuart M. Shieber;2017
;Sam Wiseman, Stuart M. Shieber, Alexander M. Rush;2017
10.1609/AIMAG.V37I1.2646;Stuart M. Shieber;2016
10.18653/V1/W16-0528;Allen Schmaltz, Yoon Kim, Alexander M. Rush, Stuart M. Shieber;2016
10.18653/V1/D16-1255;Allen Schmaltz, Alexander M. Rush, Stuart M. Shieber;2016
10.18653/V1/N16-1114;Sam Wiseman, Alexander M. Rush, Stuart M. Shieber;2016
10.18653/V1/W16-0708;Sam Wiseman, Alexander M. Rush, Stuart M. Shieber;2016
;Allen Schmaltz, Yoon Kim, Alexander M. Rush, Stuart M. Shieber;2016
;Allen Schmaltz, Alexander M. Rush, Stuart M. Shieber;2016
;Sam Wiseman, Alexander M. Rush, Stuart M. Shieber;2016
10.3115/V1/P15-1137;Sam Wiseman, Alexander M. Rush, Stuart M. Shieber, Jason Weston;2015
10.15398/JLM.V2I1.84;Stuart M. Shieber;2014
;Sam Wiseman, Stuart M. Shieber;2014
;Heather Pon-Barry, Stuart M. Shieber, Nicholas Longenbaugh;2014
;Ben Swanson, Elif Yamangil, Eugene Charniak, Stuart M. Shieber;2013
;Elif Yamangil, Stuart M. Shieber;2013
10.15398/JLM.V0I1.58;Stuart M. Shieber;2012
;Elif Yamangil, Stuart M. Shieber;2012
10.1155/2011/251753;Heather Pon-Barry, Stuart M. Shieber;2011
;Jonathan Bragg, Elaine Chew, Stuart M. Shieber;2011
;Heather Pon-Barry, Stuart M. Shieber;2011
10.1162/COLI_A_00005;Rebecca Nesson, Giorgio Satta, Stuart M. Shieber;2010
;Elif Yamangil, Stuart M. Shieber;2010
;Heather Pon-Barry, Stuart M. Shieber;2009
;Rebecca Nesson, Stuart M. Shieber;2009
;Heather Pon-Barry, Stuart M. Shieber;2009
10.1007/978-3-642-02247-0_46;Swapna Reddy, Ya akov Gal, Stuart M. Shieber;2009
10.1016/J.ELERAP.2008.04.006;David C. Parkes, Michael O. Rabin, Stuart M. Shieber, Christopher Thorpe;2008
;Rebecca Nesson, Giorgio Satta, Stuart M. Shieber;2008
;Rebecca Nesson, Stuart M. Shieber;2008
10.1017/S1351324906004311;Stuart M. Shieber, Rani Nelken;2007
10.1007/978-3-540-88655-6_3;Wendy T. Lucas, Stuart M. Shieber;2007
;Stuart M. Shieber, Wendy T. Lucas;2007
;Stuart M. Shieber;2007
;Rebecca Nesson, Stuart M. Shieber;2007
;Stuart M. Shieber;2007
10.1016/J.JBI.2005.11.001;Griffin M. Weber, Lucila Ohno-Machado, Stuart M. Shieber;2006
10.1145/1151454.1151478;David C. Parkes, Michael O. Rabin, Stuart M. Shieber, Christopher Thorpe;2006
;Stuart M. Shieber;2006
;Rebecca Nesson, Stuart M. Shieber, Alexander M. Rush;2006
;Rani Nelken, Stuart M. Shieber;2006
;Stuart M. Shieber;2006
;Rani Nelken, Stuart M. Shieber;2005
;Rani Nelken, Stuart M. Shieber;2005
;Stuart M. Shieber;2004
10.1145/604045.604103;Stuart M. Shieber, Ellie Baker;2003
;Mark-Jan Nederhof, Giorgio Satta, Stuart M. Shieber;2003
;Stuart M. Shieber, Xiaopeng Tao;2003
;Stephan Oepen, Kristina Toutanova, Stuart M. Shieber, Christopher D. Manning, Dan Flickinger, Thorsten Brants;2002
10.1007/BF00132503;Ramesh Johari, Joe Marks, Ali Partovi, Stuart M. Shieber;1997
10.1145/262839.263039;Jon Christensen, Stacy Friedman, Joe Marks, Stuart M. Shieber;1997
10.1007/3-540-63938-1_76;Brad Andalman, Kathy Ryall, Wheeler Ruml, Joe Marks, Stuart M. Shieber;1997
10.1145/258734.258887;Joe Marks, Brad Andalman, Paul A. Beardsley, William T. Freeman, Sarah F. Gibson, Jessica K. Hodgins, T. Kang, Brian Mirtich, Hanspeter Pfister, Wheeler Ruml, Kathy Ryall, Joshua E. Seims, Stuart M. Shieber;1997
10.1145/263407.263521;Kathy Ryall, Joe Marks, Stuart M. Shieber;1997
10.1145/242224.242408;Stuart M. Shieber;1996
10.1007/3-540-62495-3_62;Kathy Ryall, Joe Marks, Stuart M. Shieber;1996
10.1145/237091.237095;Adam Ginsburg, Joe Marks, Stuart M. Shieber;1996
10.1016/0743-1066(95)00035-I;Stuart M. Shieber, Yves Schabes, Fernando C. N. Pereira;1995
10.1145/212332.212334;Jon Christensen, Joe Marks, Stuart M. Shieber;1995
10.1109/ICDAR.1995.602062;Kathy Ryall, Stuart M. Shieber, Joe Marks, Murray Mazer;1995
;Mary Dalrymple, Stuart M. Shieber, Fernando C. N. Pereira;1995
10.1145/175208.175217;Stuart M. Shieber;1994
10.1145/175208.175604;Stuart M. Shieber;1994
10.1111/J.1467-8640.1994.TB00003.X;Stuart M. Shieber;1994
;Yves Schabes, Stuart M. Shieber;1994
10.1109/TBME.2021.3103201;Patrick Slade, Ayman Habib 0003, Jennifer L. Hicks, Scott L. Delp;2022
10.1126/SCIROBOTICS.ABG6594;Patrick Slade, Arjun Tambe, Mykel J. Kochenderfer;2021
10.1049/IET-CPS.2019.0045;Patrick Slade, Zachary N. Sunberg, Mykel J. Kochenderfer;2020
10.1109/ICRA.2019.8794436;Nathan Kau, Aaron Schultz, Natalie Ferrante, Patrick Slade;2019
;Nathan Kau, Aaron Schultz, Natalie Ferrante, Patrick Slade;2019
;Patrick Slade, Zachary N. Sunberg, Mykel J. Kochenderfer;2018
10.1109/IROS.2017.8202242;Patrick Slade, Preston Culbertson, Zachary Sunberg, Mykel J. Kochenderfer;2017
10.1109/IROS.2017.8202154;Patrick Slade, Alex Gruebele, Zachary M. Hammond, Michael Raitor, Allison M. Okamura, Elliot Wright Hawkes;2017
;Patrick Slade, Preston Culbertson, Zachary Sunberg, Mykel J. Kochenderfer;2017
;Patrick Slade, Siobhan Powell, Michael F. Howland;2017
10.1109/EMBC.2016.7591762;Aadeel Akhtar, Kyung Yun Choi, Michael Fatina, Jesse Cornman, Edward Wu, Joseph Sombeck, Chris Yim, Patrick Slade, Jason Lee, Jack Moore, Daniel Gonzales, Alvin Wu, Garrett Anderson, David Rotter, Cliff Shin, Timothy Bretl;2016
10.1109/ICRA.2015.7140105;Patrick Slade, Aadeel Akhtar, Mary Nguyen, Timothy Bretl;2015
10.1007/978-3-662-44196-1_16;Aadeel Akhtar, Mary Nguyen, Logan Wan, Brandon Boyce, Patrick Slade, Timothy Bretl;2014
;Edward A. Cranford, Han-Ching Ou, Cleotilde Gonzalez, Milind Tambe, Christian Lebiere;2023
10.48550/ARXIV.2301.07835;Paritosh Verma, Shresth Verma, Aditya Mate, Aparna Taneja, Milind Tambe;2023
10.48550/ARXIV.2302.02570;Aditya Mate, Bryan Wilder, Aparna Taneja, Milind Tambe;2023
10.48550/ARXIV.2303.00799;Arpita Biswas, Jackson A. Killian, Paula Rodriguez Diaz, Susobhan Ghosh, Milind Tambe;2023
10.1016/J.COSE.2022.102671;Palvi Aggarwal, Omkar Thakoor, Shahin Jabbari, Edward A. Cranford, Christian Lebiere, Milind Tambe, Cleotilde Gonzalez;2022
;Haipeng Chen 0001, Susobhan Ghosh, Gregory Fan, Nikhil Behari, Arpita Biswas, Mollie Williams, Nancy E. Oriol, Milind Tambe;2022
;Kai Wang 0040, Lily Xu, Andrew Perrault, Michael K. Reiter, Milind Tambe;2022
;Elizabeth Bondi, Haipeng Chen 0001, Christopher D. Golden, Nikhil Behari, Milind Tambe;2022
;Susobhan Ghosh, Pradeep Varakantham, Aniket Bhatkhande, Tamanna Ahmad, Anish Andheria, Wenjun Li, Aparna Taneja, Divy Thakkar, Milind Tambe;2022
;Aditya Mate, Lovish Madaan, Aparna Taneja, Neha Madhiwalla, Shresth Verma, Gargi Singh, Aparna Hegde, Pradeep Varakantham, Milind Tambe;2022
;Aditya S. Mate, Arpita Biswas, Christoph Siebenbrunner, Susobhan Ghosh, Milind Tambe;2022
;Han-Ching Ou, Christoph Siebenbrunner, Jackson A. Killian, Meredith B. Brooks, David Kempe 0001, Yevgeniy Vorobeychik, Milind Tambe;2022
10.24963/IJCAI.2022/712;Vineet Nair, Kritika Prakash, Michael Wilbur, Aparna Taneja, Corrine Namblard, Oyindamola Adeyemo, Abhishek Dubey, Abiodun Adereni, Milind Tambe, Ayan Mukhopadhyay;2022
10.24963/IJCAI.2022/723;Lily Xu, Arpita Biswas, Fei Fang, Milind Tambe;2022
10.24963/IJCAI.2022/88;Adam Zychowski, Jacek Mandziuk, Elizabeth Bondi, Aravind Venugopal, Milind Tambe, Balaraman Ravindran;2022
10.1145/3534678.3539217;Milind Tambe;2022
;Jackson A. Killian, Lily Xu, Arpita Biswas, Milind Tambe;2022
;Zun Li, Feiran Jia, Aditya Mate, Shahin Jabbari, Mithun Chakraborty, Milind Tambe, Yevgeniy Vorobeychik;2022
;Han-Ching Ou, Christoph Siebenbrunner, Jackson A. Killian, Meredith B. Brooks, David Kempe 0001, Yevgeniy Vorobeychik, Milind Tambe;2022
;Kai Wang 0040, Shresth Verma, Aditya Mate, Sanket Shah, Aparna Taneja, Neha Madhiwalla, Aparna Hegde, Milind Tambe;2022
;James Holt, Edward Raff, Ahmad Ridley, Dennis Ross, Arunesh Sinha, Diane Staheli, William Streilen, Milind Tambe, Yevgeniy Vorobeychik, Allan B. Wollaber;2022
10.48550/ARXIV.2203.16067;Sanket Shah, Bryan Wilder, Andrew Perrault, Milind Tambe;2022
10.48550/ARXIV.2204.13663;Vineet Nair, Kritika Prakash, Michael Wilbur, Aparna Taneja, Corrine Namblard, Oyindamola Adeyemo, Abhishek Dubey, Abiodun Adereni, Milind Tambe, Ayan Mukhopadhyay;2022
10.48550/ARXIV.2204.14173;Adam Zychowski, Jacek Mandziuk, Elizabeth Bondi, Aravind Venugopal, Milind Tambe, Balaraman Ravindran;2022
10.48550/ARXIV.2205.05659;Lily Xu, Arpita Biswas, Fei Fang, Milind Tambe;2022
10.48550/ARXIV.2205.15372;Kai Wang 0040, Lily Xu, Aparna Taneja, Milind Tambe;2022
10.48550/ARXIV.2210.00025;Siddhartha Banerjee, Sean R. Sinclair, Milind Tambe, Lily Xu, Christina Lee Yu;2022
10.48550/ARXIV.2211.00112;Abheek Ghosh, Dheeraj Nagaraj, Manish Jain, Milind Tambe;2022
10.1111/COGS.13013;Edward A. Cranford, Cleotilde Gonzalez, Palvi Aggarwal, Milind Tambe, Sarah Cooney, Christian Lebiere;2021
10.1080/24725854.2020.1798037;Bryan Wilder, Sze-Chuan Suen, Milind Tambe;2021
;Bryan Wilder, Michael J. Mina, Milind Tambe;2021
;Bryan Wilder, Laura Onasch-Vera, Graham DiGuiseppi, Robin Petering, Chyna Hill, Amulya Yadav, Eric Rice, Milind Tambe;2021
;Lily Xu, Elizabeth Bondi, Fei Fang, Andrew Perrault, Kai Wang 0040, Milind Tambe;2021
;Arpita Biswas, Gaurav Aggarwal, Pradeep Varakantham, Milind Tambe;2021
;Jackson A. Killian, Andrew Perrault, Milind Tambe;2021
;Aditya Mate, Andrew Perrault, Milind Tambe;2021
;Han-Ching Ou, Haipeng Chen 0001, Shahin Jabbari, Milind Tambe;2021
;Alok Talekar, Sharad Shriram, Nidhin K. Vaidhiyan, Gaurav Aggarwal, Jiangzhuo Chen, Srinivasan Venkatramanan, Lijing Wang 0001, Aniruddha Adiga, Adam Sadilek, Ashish Tendulkar, Madhav V. Marathe, Rajesh Sundaresan, Milind Tambe;2021
;Aravind Venugopal, Elizabeth Bondi, Harshavardhan Kamarthi, Keval Dholakia, Balaraman Ravindran, Milind Tambe;2021
10.1145/3465416.3483292;Ramesha Karunasena, Mohammad Sarparajul Ambiya, Arunesh Sinha, Ruchit Nagar, Saachi Dalal, Hamid Abdullah, Divy Thakkar, Dhyanesh Narayanan, Milind Tambe;2021
10.24963/IJCAI.2021/556;Arpita Biswas, Gaurav Aggarwal, Pradeep Varakantham, Milind Tambe;2021
10.1145/3447548.3467370;Jackson A. Killian, Arpita Biswas, Sanket Shah, Milind Tambe;2021
;Haipeng Chen 0001, Wei Qiu 0001, Han-Ching Ou, Bo An 0001, Milind Tambe;2021
;Lily Xu, Andrew Perrault, Fei Fang, Haipeng Chen 0001, Milind Tambe;2021
;Han-Ching Ou, Haipeng Chen 0001, Shahin Jabbari, Milind Tambe;2021
;Feiran Jia, Aditya Mate, Zun Li, Shahin Jabbari, Mithun Chakraborty, Milind Tambe, Michael P. Wellman, Yevgeniy Vorobeychik;2021
;Aditya Mate, Arpita Biswas, Christoph Siebenbrunner, Milind Tambe;2021
;Siddharth Nishtala, Lovish Madaan, Aditya Mate, Harshavardhan Kamarthi, Anirudh Grama, Divy Thakkar, Dhyanesh Narayanan, Suresh Chaudhary, Neha Madhiwalla, Ramesh Padmanabhan, Aparna Hegde, Pradeep Varakantham, Balaraman Ravindran, Milind Tambe;2021
;Arpita Biswas, Gaurav Aggarwal, Pradeep Varakantham, Milind Tambe;2021
;Kai Wang 0040, Lily Xu, Andrew Perrault, Michael K. Reiter, Milind Tambe;2021
;Zun Li, Feiran Jia, Aditya Mate, Shahin Jabbari, Mithun Chakraborty, Milind Tambe, Yevgeniy Vorobeychik;2021
;Haipeng Chen 0001, Wei Qiu 0001, Han-Ching Ou, Bo An 0001, Milind Tambe;2021
;Lily Xu, Andrew Perrault, Fei Fang, Haipeng Chen 0001, Milind Tambe;2021
;Jackson A. Killian, Arpita Biswas, Sanket Shah, Milind Tambe;2021
;Jackson A. Killian, Lily Xu, Arpita Biswas, Milind Tambe;2021
;Kai Wang 0040, Bryan Wilder, Sze-Chuan Suen, Bistra Dilkina, Milind Tambe;2021
;Aditya Mate, Lovish Madaan, Aparna Taneja, Neha Madhiwalla, Shresth Verma, Gargi Singh, Aparna Hegde, Pradeep Varakantham, Milind Tambe;2021
;Susobhan Ghosh, Pradeep Varakantham, Aniket Bhatkhande, Tamanna Ahmad, Anish Andheria, Wenjun Li, Aparna Taneja, Divy Thakkar, Milind Tambe;2021
10.1609/AIMAG.V41I4.5296;Andrew Perrault, Fei Fang, Arunesh Sinha, Milind Tambe;2020
10.1016/J.SOCNET.2020.06.001;Lindsay E. Young, Jerome R. Mayaud, Sze-Chuan Suen, Milind Tambe, Eric Rice;2020
10.1111/TOPS.12513;Edward A. Cranford, Cleotilde Gonzalez, Palvi Aggarwal, Sarah Cooney, Milind Tambe, Christian Lebiere;2020
;Elizabeth Bondi, Hoon Oh, Haifeng Xu, Fei Fang, Bistra Dilkina, Milind Tambe;2020
;Aaron M. Ferber, Bryan Wilder, Bistra Dilkina, Milind Tambe;2020
;Andrew Perrault, Bryan Wilder, Eric Ewing, Aditya Mate, Bistra Dilkina, Milind Tambe;2020
;Sanket Shah, Arunesh Sinha, Pradeep Varakantham, Andrew Perrault, Milind Tambe;2020
10.5555/3398761.3398831;Harshavardhan Kamarthi, Priyesh Vijayan, Bryan Wilder, Balaraman Ravindran, Milind Tambe;2020
10.5555/3398761.3398877;Han-Ching Ou, Arunesh Sinha, Sze-Chuan Suen, Andrew Perrault, Alpan Raval, Milind Tambe;2020
10.5555/3398761.3398928;Kai Wang 0040, Andrew Perrault, Aditya Mate, Milind Tambe;2020
10.1007/978-3-030-64793-3_6;Omkar Thakoor, Shahin Jabbari, Palvi Aggarwal, Cleotilde Gonzalez, Milind Tambe, Phebe Vayanos;2020
;Edward A. Cranford, Cleotilde Gonzalez, Palvi Aggarwal, Sarah Cooney, Milind Tambe, Christian Lebiere;2020
10.1109/ICDE48307.2020.00198;Lily Xu, Shahrzad Gholami, Sara Mc Carthy, Bistra Dilkina, Andrew J. Plumptre, Milind Tambe, Rohit Singh, Mustapha Nsabuga, Joshua Mabonga, Margaret Driciru, Fred Wanyama, Aggrey Rwetsiba, Tom Okello, Eric Enyel;2020
;Kai Wang 0040, Bryan Wilder, Andrew Perrault, Milind Tambe;2020
;Aditya Mate, Jackson A. Killian, Haifeng Xu, Andrew Perrault, Milind Tambe;2020
;Ayan Mukhopadhyay, Kai Wang 0040, Andrew Perrault, Mykel J. Kochenderfer, Milind Tambe, Yevgeniy Vorobeychik;2020
10.1109/WACV45572.2020.9093284;Elizabeth Bondi, Raghav Jain, Palash Aggrawal, Saket Anand, Robert Hannaford, Ashish Kapoor, Jim Piavis, Shital Shah, Lucas Joppa, Bistra Dilkina, Milind Tambe;2020
10.1007/978-3-030-33432-1_9;Aaron Schlenker, Omkar Thakoor, Haifeng Xu, Fei Fang, Milind Tambe, Phebe Vayanos;2020
;Andrew Perrault, Fei Fang, Arunesh Sinha, Milind Tambe;2020
;Aida Rahmattalabi, Phebe Vayanos, Anthony Fulginiti, Eric Rice, Bryan Wilder, Amulya Yadav, Milind Tambe;2020
;Siddharth Nishtala, Harshavardhan Kamarthi, Divy Thakkar, Dhyanesh Narayanan, Anirudh Grama, Ramesh Padmanabhan, Neha Madhiwalla, Suresh Chaudhary, Balaraman Ravindran, Milind Tambe;2020
;Kai Wang 0040, Bryan Wilder, Andrew Perrault, Milind Tambe;2020
;Lily Xu, Andrew Perrault, Andrew J. Plumptre, Margaret Driciru, Fred Wanyama, Aggrey Rwetsiba, Milind Tambe;2020
;Aditya Mate, Jackson A. Killian, Haifeng Xu, Andrew Perrault, Milind Tambe;2020
;Eric Rice, Laura Onasch-Vera, Graham T. DiGuiseppi, Bryan Wilder, Robin Petering, Chyna Hill, Amulya Yadav, Milind Tambe;2020
;Bryan Wilder, Michael J. Mina, Milind Tambe;2020
;Lily Xu, Elizabeth Bondi, Fei Fang, Andrew Perrault, Kai Wang 0040, Milind Tambe;2020
;Bryan Wilder, Laura Onasch-Vera, Graham T. DiGuiseppi, Robin Petering, Chyna Hill, Amulya Yadav, Eric Rice, Milind Tambe;2020
;Ramesha Karunasena, Mohammad Sarparajul Ambiya, Arunesh Sinha, Ruchit Nagar, Saachi Dalal, Divy Thakkar, Milind Tambe;2020
;Rachel Guo, Lily Xu, Drew Cronin, Francis Okeke, Andrew J. Plumptre, Milind Tambe;2020
;Xinrun Wang, Tarun Nair, Haoyang Li, Yuh Sheng Reuben Wong, Nachiket Kelkar, Srinivas Vaidyanathan, Rajat Nayak, Bo An 0001, Jagdish Krishnaswamy, Milind Tambe;2020
;Aravind Venugopal, Elizabeth Bondi, Harshavardhan Kamarthi, Keval Dholakia, Balaraman Ravindran, Milind Tambe;2020
;Alok Talekar, Sharad Shriram, Nidhin K. Vaidhiyan, Gaurav Aggarwal, Jiangzhuo Chen, Srinivasan Venkatramanan, Lijing Wang 0001, Aniruddha Adiga, Adam Sadilek, Ashish Tendulkar, Madhav V. Marathe, Rajesh Sundaresan, Milind Tambe;2020
10.1145/3339399;Carla P. Gomes, Thomas G. Dietterich, Christopher Barrett, Jon Conrad, Bistra Dilkina, Stefano Ermon, Fei Fang, Andrew Farnsworth, Alan Fern, Xiaoli Z. Fern, Daniel Fink 0002, Douglas H. Fisher, Alexander Flecker, Daniel Freund 0001, Angela Fuller, John M. Gregoire, John E. Hopcroft, Steve Kelling, J. Zico Kolter, Warren B. Powell, Nicole D. Sintov, John S. Selker, Bart Selman, Daniel Sheldon, David B. Shmoys, Milind Tambe, Weng-Keen Wong, Christopher Wood, Xiaojian Wu, Yexiang Xue, Amulya Yadav, Abdul-Aziz Yakubu, Mary Lou Zeeman;2019
10.1609/AAAI.V33I01.33011658;Bryan Wilder, Bistra Dilkina, Milind Tambe;2019
10.1145/3486622.0000001;Leslie G. Valiant;2021
10.1007/S00037-017-0160-4;Leslie G. Valiant;2018
10.1145/3210713.3210716;Leslie G. Valiant;2018
